Cluster ID,Plot ID,Tree ID,Species,DBH (cm),Unusual,Dead
6,7,6,9,15.9,0,0
6,7,7,51,22.6,0,0
6,7,8,51,17.7,0,0
6,7,9,32,32.5,0,0
6,7,10,18,12.4,0,0
6,7,11,58,11.6,0,0
6,7,12,22,10.9,0,0
6,7,13,38,12.0,0,0
6,7,14,22,10.5,0,0
6,7,15,13,26.8,0,0
6,7,16,51,28.2,0,0
6,7,1a,51,28.2,0,0
6,7,1b,51,13.9,0,0
6,8,1,8,21.8,0,0
6,8,2,8,15.9,0,0
6,8,3,8,20.8,0,0
6,8,4,8,18.3,0,0
6,8,5,8,17.6,0,0
6,8,6,8,10.5,0,0
6,8,7,8,45.8,0,0
6,8,8,8,16.0,0,0
6,8,9,8,17.7,0,0
6,8,10,8,10.2,0,0
6,8,11,8,21.0,0,0
6,8,12,51,21.8,0,0
6,8,13,8,20.0,0,0
6,8,14,8,22.9,0,0
6,8,0,80,20.5,0,1
6,8,0,80,31.0,0,1
6,9,1,9,10.0,0,0
6,9,2,8,15.4,0,0
6,9,3,32,17.5,0,0
6,9,4,9,12.3,0,0
6,9,5,9,16.3,0,0
6,9,6,8,28.8,0,0
6,9,7,51,13.3,0,0
6,9,8,8,17.2,0,0
6,9,9,8,11.2,0,0
6,9,10,9,18.0,0,0
6,9,11,56,15.5,0,0
6,9,12,44,25.0,0,0
6,9,13,32,30.0,0,0
6,9,14,57,20.1,0,0
6,10,1,22,13.1,0,0
6,10,2,48,13.1,0,0
6,10,3,48,14.4,0,0
6,10,4,48,10.2,0,0
6,10,6,22,13.6,0,0
6,10,7,22,11.1,0,0
6,10,8,8,11.6,0,0
6,10,9,22,12.0,0,0
6,10,10,8,14.6,0,0
6,10,11,32,22.9,1,0
6,10,12,20,11.0,0,0
6,10,13,32,25.7,0,0
6,10,14,32,29.6,0,0
6,10,15,22,10.4,0,0
6,10,16,13,32.6,0,0
6,10,17,48,14.4,0,0
6,10,18,48,10.0,0,0
6,10,19,22,10.2,0,0
6,10,5a,20,12.0,0,0
6,10,5b,20,11.4,0,0
7,1,1,61,14.1,0,0
7,1,2,1,15.3,0,0
7,1,3,1,10.4,0,0
7,1,4,13,10.4,0,0
7,1,5,51,14.6,0,0
7,1,6,57,11.6,0,0
7,1,7,13,23.1,0,0
7,1,8,8,10.4,0,0
7,1,9,51,20.1,0,0
7,1,10,51,20.6,0,0
7,1,11,16,12.2,0,0
7,1,12,32,24.6,0,0
7,1,13,51,24.6,0,0
7,1,14,51,23.2,0,0
7,1,15,51,15.2,0,0
7,1,16,56,25.6,0,0
7,1,17,57,11.3,0,0
7,1,18,48,11.6,0,0
7,1,19,51,25.7,0,0
7,1,20,13,15.2,0,0
7,1,21,48,12.3,0,0
7,1,22,61,11.9,0,0
7,1,23,33,10.2,0,0
7,2,1,32,26.5,0,0
7,2,2,51,14.1,0,0
7,2,3,10,14.5,0,0
7,2,4,8,11.5,0,0
7,2,5,8,10.5,0,0
7,2,6,15,28.0,0,0
7,2,7,63,10.0,0,0
7,2,8,51,28.5,0,0
7,2,9,13,30.1,0,0
7,2,10,8,23.5,0,0
7,2,12,15,15.6,0,0
7,2,13,8,12.7,0,0
7,2,14,8,12.1,0,0
7,2,11a,8,18.3,0,0
7,2,11b,8,12.2,0,0
7,3,1,62,24.6,1,0
7,3,2,57,11.1,0,0
7,3,3,15,14.4,0,0
7,3,4,8,17.0,0,0
7,3,5,62,30.0,1,0
7,3,6,8,15.7,0,0
7,3,7,62,35.1,1,0
7,3,8,57,11.2,0,0
7,3,9,8,12.8,0,0
7,3,10,57,11.2,0,0
7,3,11,8,12.6,0,0
7,3,12,62,38.9,1,0
7,3,13,44,18.3,0,0
7,3,14,57,16.5,0,0
7,3,15,62,45.1,0,0
7,3,16,8,17.4,0,0
7,3,17,51,13.0,0,0
7,3,18,8,11.4,0,0
7,3,19,44,18.4,0,0
7,3,20,51,26.4,1,0
7,3,21,7,10.0,0,0
7,3,22,7,10.9,0,0
7,3,23,46,10.0,0,0
7,3,24,8,11.8,0,0
7,3,25,51,24.0,0,0
7,3,26,57,28.7,0,0
7,3,27,8,11.9,0,0
7,3,28,1,16.5,0,0
7,3,29,44,15.8,0,0
7,3,30,14,22.8,0,0
7,3,31,51,18.1,0,0
7,3,32,8,14.8,0,0
7,3,33,8,13.9,0,0
7,3,35,62,37.2,0,1
7,3,36,14,19.4,0,0
7,3,37,57,10.3,0,0
7,3,34a,14,16.6,0,0
7,3,34b,14,15.2,0,0
7,3,34c,14,22.1,0,0
7,4,1,57,11.9,0,0
7,4,2,51,24.2,0,0
7,4,3,51,19.9,0,0
7,4,4,8,11.6,0,0
7,4,5,1,12.8,1,0
7,4,7,8,10.6,0,0
7,4,8,51,10.0,0,0
7,4,9,51,31.6,0,0
7,4,10,47,14.0,0,0
7,4,11,47,13.7,0,0
7,4,12,47,12.0,0,0
7,4,13,47,11.4,0,0
7,4,14,51,16.7,0,0
7,4,15,51,28.5,0,0
7,4,16,51,11.4,0,0
7,4,17,51,16.9,0,0
7,4,18,8,14.0,0,0
7,4,19,51,17.4,0,0
7,4,20,32,13.0,0,0
7,4,21,51,17.4,0,0
7,4,22,51,24.2,0,0
7,4,23,48,13.3,0,0
7,4,25,15,13.1,0,0
7,4,26,15,10.4,0,0
7,4,27,44,16.1,0,0
7,4,28,8,12.3,0,0
7,4,30,15,11.6,0,1
7,4,31,15,10.8,0,0
7,4,33,10,17.5,0,0
7,4,34,57,11.0,0,0
7,4,35,1,12.8,0,0
7,4,24a,8,20.2,0,0
7,4,24b,8,23.1,0,0
7,4,29a,15,12.9,0,0
7,4,29b,15,12.8,0,0
7,4,32a,15,15.0,0,0
7,4,32b,15,15.8,0,0
7,4,6a,8,20.0,0,0
7,4,6b,8,10.7,0,0
7,5,1,1,12.5,0,0
7,5,2,51,19.2,0,0
7,5,3,32,15.4,0,0
7,5,4,51,15.6,0,0
7,5,5,51,26.4,0,0
7,5,6,32,26.7,0,0
7,5,7,13,30.4,0,0
7,5,8,48,12.5,0,0
7,5,9,51,17.6,0,0
7,5,10,13,19.6,0,0
7,5,11,13,26.3,0,0
7,5,12,41,19.3,0,0
7,5,13,38,14.5,0,0
7,5,14,22,10.7,0,0
7,5,15,51,25.0,0,0
7,5,16,71,13.6,0,0
7,5,17,51,27.6,0,0
7,5,18,22,11.0,0,0
7,5,19,1,16.7,0,1
7,5,20,51,21.0,0,0
7,5,21,8,12.1,0,0
7,5,22,8,10.5,0,0
7,5,23,13,20.9,0,0
7,5,24,13,25.7,0,0
7,5,25,51,18.2,0,0
7,5,26,51,17.7,0,0
7,5,27,51,22.1,0,0
7,5,28,51,13.5,0,0
7,5,29,22,10.9,0,0
7,6,1,51,20.3,0,0
7,6,2,32,11.1,0,0
7,6,3,51,21.0,0,0
7,6,4,51,21.6,0,0
7,6,5,51,11.4,0,0
7,6,6,51,16.6,0,0
7,6,7,51,21.0,0,0
7,6,8,39,19.7,0,0
7,6,9,8,12.4,0,0
7,6,10,51,20.4,0,0
7,6,11,51,15.7,0,0
7,6,12,41,26.2,0,0
7,6,13,56,22.1,0,0
7,6,14,57,15.2,0,0
7,6,15,57,14.5,0,0
7,6,16,15,12.9,0,0
7,6,17,51,17.9,0,0
7,6,18,1,12.0,0,0
7,6,19,57,13.9,0,0
7,6,20,13,23.6,0,0
7,7,1,48,22.5,0,0
7,7,2,51,25.7,0,0
7,7,3,51,18.2,0,0
7,7,4,51,24.8,0,0
7,7,5,63,11.3,0,0
7,7,6,8,10.0,0,0
7,7,8,51,19.8,0,0
7,7,9,22,12.0,0,0
7,7,10,8,10.5,0,0
7,7,11,51,24.3,0,0
7,7,13,60,10.8,0,0
7,7,14,22,10.8,0,0
7,7,15,8,25.8,0,0
7,7,12a,8,16.7,0,0
7,7,12b,8,14.3,0,0
7,7,7a,8,13.7,0,0
7,7,7b,8,12.4,0,0
7,8,2,32,20.1,0,0
7,8,3,32,23.0,0,0
7,8,4,51,25.7,0,0
7,8,5,32,29.0,0,0
7,8,6,13,12.0,1,0
7,8,7,41,28.4,1,0
7,8,8,38,10.5,0,0
7,8,9,1,25.6,0,0
7,8,10,38,13.0,0,0
7,8,11,32,16.2,0,0
7,8,12,41,37.6,1,0
7,8,1a,51,22.6,0,0
7,8,1b,51,21.1,0,0
7,9,1,41,32.4,0,0
7,9,2,13,24.0,0,0
7,9,3,16,10.3,0,0
7,9,4,51,22.7,0,0
7,9,5,8,20.2,0,0
7,9,6,32,22.7,0,0
7,9,7,8,13.2,0,0
7,9,8,8,13.6,0,0
7,9,9,41,25.4,0,0
7,9,10,56,28.3,0,0
7,9,11,16,11.2,0,0
7,9,12,13,23.0,0,0
7,9,13,41,27.2,0,0
7,9,14,10,18.8,0,0
7,10,1,16,10.0,0,0
7,10,3,15,17.6,0,0
7,10,4,15,10.7,0,0
7,10,5,15,12.0,0,0
7,10,6,15,19.1,0,0
7,10,7,1,13.4,0,0
7,10,8,1,10.7,0,0
7,10,9,15,17.2,0,0
7,10,10,15,11.1,0,0
7,10,12,15,13.0,0,0
7,10,13,15,12.5,0,0
7,10,11a,47,39.0,0,0
7,10,11b,47,29.8,0,0
7,10,11c,47,16.0,0,0
7,10,2a,15,14.5,0,0
7,10,2b,15,10.5,0,0
8,1,1,13,18.8,0,0
8,1,2,57,11.6,0,0
8,1,3,57,11.8,0,0
8,1,4,22,10.6,0,0
8,1,5,22,10.3,0,0
8,1,6,22,11.1,0,0
8,1,7,32,10.6,0,0
8,1,8,13,29.2,0,0
8,1,9,22,11.1,0,0
8,1,10,57,10.9,0,0
8,1,11,57,11.2,0,0
8,1,12,22,10.2,0,0
8,1,13,51,16.8,0,0
8,1,14,13,19.2,0,0
8,1,15,22,12.0,0,0
8,1,16,32,12.2,0,0
8,1,17,56,12.5,0,0
8,1,18,22,10.5,0,0
8,1,19,52,19.2,0,0
8,1,20,22,11.0,0,0
8,1,21,13,14.0,0,0
8,1,22,56,16.8,0,0
8,1,23,32,11.1,0,0
8,1,24,13,12.2,0,0
8,1,25,32,24.9,0,0
8,1,26,51,12.5,0,0
8,1,27,51,16.7,0,0
8,1,28,57,13.6,0,0
8,1,29,13,16.8,0,0
8,1,30,13,15.8,0,0
8,2,1,44,32.4,0,0
8,2,2,39,12.0,0,0
8,2,3,15,10.5,0,0
8,2,4,15,23.5,0,1
8,2,5,44,24.1,0,0
8,2,6,57,11.7,0,0
8,2,7,15,18.7,0,0
8,2,8,13,28.6,0,0
8,2,9,13,23.0,0,0
8,2,10,57,21.6,0,0
8,2,11,57,12.3,0,0
8,2,12,13,23.9,0,0
8,2,13,56,18.9,0,0
8,2,14,8,10.2,0,0
8,2,15,8,26.8,0,0
8,3,1,8,20.8,0,0
8,3,2,8,14.7,0,0
8,3,3,8,15.9,0,0
8,3,4,8,14.0,0,0
8,3,5,8,12.2,0,0
8,3,6,8,10.4,0,0
8,3,7,8,18.0,0,0
8,3,8,51,28.6,0,0
8,3,9,8,15.7,0,0
8,3,10,8,11.2,0,0
8,3,11,8,17.3,0,0
8,3,12,39,30.3,0,0
8,3,13,8,13.6,0,0
8,3,14,8,15.4,0,0
8,3,15,8,12.9,0,0
8,3,16,57,23.2,0,0
8,3,17,8,14.7,0,0
8,3,18,74,17.4,0,0
8,3,19,8,12.2,0,0
8,3,20,51,10.4,0,0
8,3,21,1,16.4,0,0
8,3,22,8,16.5,0,0
8,3,23,57,13.0,0,0
8,3,24,51,15.5,0,0
8,3,25,51,18.7,0,0
8,3,26,57,18.6,0,0
8,3,27,57,21.2,0,0
8,3,28,8,25.6,0,0
8,3,29,1,11.2,0,0
8,3,30,57,13.1,0,0
8,3,31,57,22.6,0,0
8,3,33,8,10.1,0,0
8,3,32a,8,16.8,0,0
8,3,32b,8,14.0,0,0
8,3,34a,8,16.5,0,0
8,3,34b,8,14.3,0,0
8,4,1,57,14.0,0,0
8,4,2,32,24.2,0,0
8,4,3,57,10.3,0,0
8,4,4,57,13.3,0,0
8,4,5,13,21.1,0,0
8,4,6,13,11.9,0,0
8,4,7,13,15.4,0,0
8,4,8,13,16.3,0,0
8,4,9,13,11.2,0,0
8,4,10,1,14.0,0,0
8,4,11,32,28.2,0,0
8,4,12,46,10.1,0,0
8,4,13,57,14.3,0,0
8,4,14,13,11.9,0,0
8,4,15,15,10.0,0,0
8,4,16,33,11.5,0,0
8,4,17,22,10.1,0,0
8,4,18,13,11.4,0,0
8,4,19,57,17.6,0,0
8,4,20,22,11.1,0,0
8,4,21,13,11.4,0,0
8,4,22,13,24.7,0,0
8,5,1,22,12.1,0,0
8,5,2,13,24.8,0,0
8,5,3,44,20.0,0,0
8,5,4,57,14.9,0,0
8,5,5,51,17.6,0,0
8,5,6,41,15.9,0,0
8,5,7,13,10.5,0,0
8,5,8,13,13.8,0,0
8,5,9,57,13.2,0,0
8,5,10,25,12.2,0,0
8,5,11,9,27.5,0,0
8,5,12,32,27.9,0,0
8,5,13,13,20.3,0,0
8,5,14,13,17.5,0,0
8,5,15,13,11.8,0,0
8,5,16,13,26.8,0,0
8,5,17,13,10.6,0,0
8,5,18,13,10.4,1,0
8,5,19,13,10.2,0,0
8,5,20,13,10.6,0,0
8,5,21,22,10.2,0,0
8,5,22,51,14.9,0,0
8,6,1,51,22.5,0,0
8,6,2,32,36.4,0,0
8,6,3,74,10.5,0,0
8,6,4,51,13.7,0,0
8,6,5,62,35.8,0,0
8,6,6,62,35.5,0,0
8,6,7,62,28.0,0,0
8,6,8,62,30.4,0,0
8,6,9,57,20.1,0,0
8,6,10,49,21.3,0,0
8,6,11,13,12.0,0,0
8,6,12,51,19.1,0,0
8,6,13,57,10.9,0,0
8,6,14,51,25.2,0,0
8,6,15,57,15.8,0,0
8,6,16,57,12.4,0,0
8,6,17,51,25.5,0,0
8,6,18,51,22.4,0,0
8,6,19,47,26.7,0,0
8,6,20,44,28.4,0,0
8,6,21,57,10.1,0,0
8,6,22,57,10.0,0,0
8,6,23,51,28.0,0,0
8,6,25,51,14.9,0,0
8,6,26,57,14.0,0,0
8,6,27,22,16.0,0,0
8,6,28,57,10.4,0,0
8,6,24a,57,12.1,0,0
8,6,24b,57,11.1,0,0
8,7,1,32,20.2,0,0
8,7,2,32,18.0,0,0
8,7,3,74,10.3,0,0
8,7,4,51,18.9,0,0
8,7,5,74,22.6,0,0
8,7,6,32,13.5,0,0
8,7,7,13,18.6,0,0
8,7,8,22,10.1,0,0
8,7,9,47,35.1,0,0
8,7,10,44,17.3,0,0
8,7,11,32,18.7,0,0
8,7,12,22,10.6,0,0
8,7,13,51,28.2,0,0
8,7,14,57,12.2,0,0
8,7,15,51,14.1,0,0
8,7,16,8,24.5,0,0
8,7,17,8,19.0,0,0
8,7,18,51,11.0,0,0
8,7,19,49,18.2,0,0
8,7,20,13,22.1,0,0
8,7,21,36,10.5,0,0
8,7,22,62,43.3,0,0
8,7,23,32,19.0,0,0
8,7,24,62,26.0,0,0
8,8,1,57,16.4,0,0
8,8,2,57,13.8,0,0
8,8,3,25,14.5,0,0
8,8,4,62,34.0,0,0
8,8,5,51,17.2,0,0
8,8,6,51,21.1,0,0
8,8,7,51,16.1,0,0
8,8,8,51,13.8,0,0
8,8,9,13,23.4,0,0
8,8,10,41,11.0,0,0
8,8,11,15,11.3,0,0
8,8,12,15,12.4,0,0
8,8,13,44,16.3,0,0
8,8,14,15,17.0,0,1
8,8,15,49,22.0,0,0
8,8,16,62,33.9,0,0
8,8,17,32,16.3,0,0
8,8,18,41,23.7,0,0
8,8,19,15,10.9,0,0
8,8,20,49,14.5,0,0
8,8,21,51,16.3,0,0
8,8,22,57,11.4,0,0
8,8,23,56,11.8,0,0
8,8,24,13,21.4,0,0
8,8,25,51,17.8,0,0
8,8,26,57,12.0,0,0
8,9,1,51,15.0,0,0
8,9,2,51,25.5,0,0
8,9,3,8,15.6,0,0
8,9,4,8,12.0,0,0
8,9,5,51,28.4,0,0
8,9,7,8,19.5,0,0
8,9,8,8,15.1,0,0
8,9,9,8,12.5,0,0
8,9,10,13,20.6,0,0
8,9,11,8,12.6,0,0
8,9,12,51,16.2,0,0
8,9,13,44,34.4,0,0
8,9,14,8,14.1,0,0
8,9,15,13,16.7,0,0
8,9,16,56,20.3,0,0
8,9,17,22,12.4,0,0
8,9,18,8,13.7,0,0
8,9,19,13,11.4,0,0
8,9,20,51,18.3,0,0
8,9,21,8,18.3,0,0
8,9,6a,57,19.4,0,0
8,9,6b,57,13.5,0,0
8,10,1,32,24.5,0,0
8,10,2,15,12.8,0,0
8,10,3,39,27.4,0,0
8,10,4,39,12.9,0,0
8,10,5,51,10.0,0,0
8,10,6,48,10.4,0,0
8,10,7,13,12.7,0,0
8,10,8,32,23.8,0,0
8,10,9,44,11.4,0,0
8,10,10,15,11.4,0,0
8,10,11,13,19.8,0,0
8,10,12,13,19.7,0,0
8,10,13,13,24.7,0,0
8,10,14,1,18.4,0,0
8,10,15,22,12.3,0,0
8,10,16,57,18.6,0,0
8,10,17,57,13.7,0,0
8,10,18,57,17.0,0,0
9,1,1,80,20.0,0,1
9,3,2,44,26.8,0,0
9,3,1a,47,28.3,0,0
9,3,1b,47,26.0,0,0
9,4,1,22,14.1,0,0
9,4,2,80,14.0,0,1
9,5,1,44,40.9,0,0
9,5,2,51,26.5,0,0
9,5,3a,38,10.7,0,0
9,5,3b,38,11.0,0,0
9,5,4,80,22.0,0,1
9,7,1,51,33.0,0,0
9,8,1,51,28.3,0,0
9,8,2,51,25.0,0,0
9,9,1,51,27.0,0,0
9,10,1,51,32.6,0,0
10,1,1,38,12.0,0,0
10,1,2,44,29.0,0,0
10,1,3,24,13.5,0,0
10,1,4,24,12.1,0,0
10,1,5,24,13.5,0,0
10,1,6,24,10.5,0,0
10,2,1,51,14.5,0,0
10,2,2,51,20.3,0,0
10,2,3,51,19.1,0,0
10,2,4,51,21.0,0,0
10,2,5,32,30.0,0,0
10,2,6,51,23.1,0,0
10,2,7,22,10.6,0,0
10,2,8,51,14.7,0,0
10,2,9,32,28.5,0,0
10,2,10,13,16.0,0,0
10,2,11,51,21.6,0,0
10,2,12,51,11.0,0,0
10,2,13,22,10.5,0,0
10,3,1,13,27.5,0,0
10,3,2,51,21.5,0,0
10,3,3,51,16.3,0,0
10,3,4,32,14.0,0,0
10,3,5,10,23.0,0,0
10,3,7,10,33.5,0,0
10,3,8,10,40.5,0,0
10,3,9,32,34.5,0,0
10,3,10,51,17.5,0,0
10,3,11,13,16.5,0,0
10,3,12,13,27.6,0,0
10,3,13,9,15.2,0,0
10,3,14,51,30.0,0,0
10,3,15,13,22.7,0,0
10,3,16,13,29.1,0,0
10,3,18,51,17.9,0,0
10,3,19,51,19.6,0,0
10,3,20,32,14.1,0,0
10,3,21,51,16.5,0,0
10,3,17a,51,18.0,0,0
10,3,17b,51,10.8,0,0
10,3,22a,51,17.3,0,0
10,3,22b,51,14.2,0,0
10,3,6a,47,18.0,0,0
10,3,6b,47,12.0,0,0
10,4,1,13,20.5,0,0
10,4,2,51,13.2,0,0
10,4,3,38,12.0,0,0
10,4,4,13,18.3,0,0
10,4,6,25,12.5,0,0
10,4,7,51,12.7,0,0
10,4,8,51,21.0,0,0
10,4,9,51,18.2,0,0
10,4,10,51,19.3,0,0
10,4,11,25,16.0,0,0
10,4,5a,51,16.5,0,0
10,4,5b,51,15.7,0,0
10,5,1,51,26.0,0,0
10,6,1,56,26.0,1,0
10,6,3,51,27.6,1,0
10,6,4,13,22.0,0,0
10,6,2a,51,28.9,0,0
10,6,2b,51,10.6,0,0
10,7,1,49,26.3,0,0
10,7,2,49,21.7,0,0
10,7,3,52,28.5,0,0
10,7,4,49,33.2,0,0
10,7,5,13,31.5,0,0
10,7,6,49,26.2,0,0
10,7,7,51,18.0,0,0
10,7,8,38,21.0,0,0
10,7,9,49,19.0,0,0
10,7,10,49,15.5,0,0
10,7,11,49,23.8,0,0
10,7,12,49,22.0,0,0
10,8,1,48,11.0,0,0
10,8,2,51,19.2,0,0
10,8,4,51,12.2,0,0
10,8,5,51,16.3,0,0
10,8,6,25,13.1,0,0
10,8,7,51,20.0,0,0
10,8,8,25,14.0,0,0
10,8,9,51,25.0,0,0
10,8,11,51,17.6,0,0
10,8,12,32,18.7,0,0
10,8,13,51,19.9,0,0
10,8,14,51,14.0,0,0
10,8,15,25,14.5,0,0
10,8,16,8,16.0,0,0
10,8,17,38,10.5,0,0
10,8,18,51,20.0,0,0
10,8,19,51,10.2,0,0
10,8,20,51,30.2,0,0
10,8,10a,51,18.8,0,0
10,8,10b,51,17.0,1,0
10,8,3a,51,22.3,0,0
10,8,3b,51,17.9,0,0
10,9,1,51,20.5,0,0
10,9,2,51,21.0,0,0
10,9,3,51,24.2,0,0
10,9,4,51,29.9,0,0
10,9,5,32,13.5,0,0
10,9,6,71,22.0,0,0
10,9,7,56,16.0,0,0
10,9,8,51,24.5,1,0
10,9,9,51,26.0,0,0
10,10,1,47,33.0,0,0
10,10,2,51,32.5,0,0
11,1,1,51,28.0,0,0
11,1,2,20,25.4,0,0
11,2,1,32,16.7,0,0
11,2,2,1,12.0,0,1
11,2,3,1,12.0,0,0
11,2,4,16,12.3,0,0
11,2,5,8,14.4,0,0
11,2,6,15,13.6,0,0
11,2,7,57,10.6,0,0
11,2,8,15,13.1,0,0
11,2,9,57,13.6,0,0
11,2,10,15,11.6,0,0
11,2,11,15,10.9,0,0
11,2,12,15,11.9,0,0
11,2,13,15,17.6,0,0
11,2,14,15,10.7,0,0
11,3,1,57,19.0,0,0
11,3,2,32,15.3,0,0
11,3,3,57,12.5,0,0
11,3,4,8,13.8,0,0
11,3,6,57,11.8,0,0
11,3,7,8,17.5,0,0
11,3,8,8,14.3,0,0
11,3,9,8,12.4,0,0
11,3,10,8,13.4,0,0
11,3,11,8,14.5,0,0
11,3,12,8,17.4,0,0
11,3,13,57,19.3,0,0
11,3,14,8,46.2,0,0
11,3,5a,8,20.2,0,0
11,3,5b,8,19.2,0,0
11,4,1,51,24.4,0,0
11,4,2,47,11.7,0,0
11,5,1,13,26.3,0,0
11,5,2,22,11.3,0,0
11,5,3,13,23.2,0,0
11,5,4,13,17.3,0,1
11,5,5,57,15.5,0,0
11,5,6,8,23.4,0,0
11,5,7,1,16.5,0,1
11,5,10,8,13.4,0,0
11,5,8a,8,25.1,0,0
11,5,8b,8,15.7,0,0
11,5,9a,8,16.1,0,0
11,5,9b,8,15.0,0,0
11,6,1,57,18.2,0,0
11,6,2,8,23.5,0,0
11,6,4,51,16.2,0,0
11,6,5,22,12.6,0,0
11,6,6,25,10.2,0,0
11,6,7,22,11.0,0,0
11,6,9,57,27.1,0,0
11,6,10,8,12.6,0,0
11,6,11,1,19.4,0,0
11,6,12,25,10.1,0,0
11,6,13,25,11.1,0,0
11,6,14,51,12.8,0,0
11,6,15,51,16.0,0,0
11,6,16,8,22.1,0,0
11,6,17,8,29.4,0,0
11,6,18,8,16.1,0,0
11,6,19,8,25.9,0,0
11,6,20,22,10.0,0,0
11,6,3a,8,26.9,0,0
11,6,3b,8,14.9,0,0
11,6,8a,8,11.0,0,0
11,6,8b,8,10.1,0,0
11,7,1,8,11.8,0,0
11,7,2,8,15.4,0,0
11,7,3,8,29.4,0,0
11,7,4,1,10.7,0,1
11,7,5,38,11.2,0,0
11,7,6,57,14.9,0,0
11,7,7,8,18.5,0,0
11,7,8,1,11.1,0,0
11,7,9,8,11.5,0,0
11,7,10,8,21.6,0,0
11,7,11,58,11.0,0,0
11,7,12,62,61.1,0,0
11,7,13,32,26.2,0,0
11,7,14,8,12.0,0,0
11,7,15,51,22.6,0,0
11,7,16,8,11.6,0,0
11,7,17,8,10.3,0,0
11,7,18,8,10.4,0,0
11,7,19,8,10.9,0,0
11,7,20,8,11.4,0,0
11,7,21,13,10.1,0,0
11,7,22,13,18.8,0,0
11,7,23,8,13.9,0,0
11,8,2,8,16.8,0,0
11,8,3,51,18.9,0,0
11,8,4,8,13.4,0,0
11,8,5,8,16.3,0,0
11,8,8,15,13.3,0,0
11,8,10,9,12.7,0,0
11,8,11,9,11.0,0,0
11,8,12,9,12.9,0,0
11,8,13,32,18.4,0,0
11,8,14,32,21.7,0,0
11,8,15,9,14.2,0,0
11,8,16,1,10.9,0,0
11,8,17,8,16.4,0,0
11,8,18,8,13.1,0,0
11,8,19,8,13.5,0,0
11,8,20,1,13.5,0,0
11,8,21,74,21.9,0,0
11,8,22,32,23.7,0,0
11,8,23,51,13.9,0,0
11,8,24,51,19.4,0,0
11,8,1a,8,14.4,0,0
11,8,1b,8,14.6,0,0
11,8,6a,8,16.3,0,0
11,8,6b,8,12.4,0,0
11,8,7a,44,31.8,0,0
11,8,7b,44,25.3,0,0
11,8,9a,8,14.3,0,0
11,8,9b,8,13.0,0,0
11,9,1,51,23.1,0,0
11,10,1,8,26.4,0,0
11,10,2,1,10.3,0,1
11,10,3,46,12.5,0,0
11,10,5,8,14.2,0,0
11,10,6,8,13.6,0,0
11,10,7,1,11.8,0,0
11,10,8,8,13.3,0,0
11,10,9,1,12.0,0,0
11,10,10,32,15.0,0,0
11,10,11,8,17.3,0,0
11,10,12,57,11.3,0,0
11,10,13,57,14.1,0,0
11,10,14,57,14.7,0,0
11,10,16,8,17.2,0,0
11,10,17,25,12.3,0,0
11,10,18,22,11.2,0,0
11,10,19,57,10.2,0,0
11,10,20,32,11.5,0,0
11,10,21,57,18.1,0,0
11,10,15a,8,21.5,0,0
11,10,15b,8,11.4,0,0
11,10,4a,8,17.2,0,0
11,10,4b,8,10.6,0,0
12,1,1,74,26.0,0,0
12,1,2,74,16.0,0,0
12,1,3,13,22.1,0,0
12,1,4,51,27.8,0,0
12,1,5,22,10.0,0,0
12,1,6,49,27.1,0,0
12,1,7,49,22.2,0,0
12,1,8,13,23.3,0,0
12,1,9,53,16.0,0,0
12,1,10,25,22.0,0,0
12,1,11,25,16.4,0,0
12,1,12,51,20.0,0,0
12,1,13,44,32.3,0,0
12,1,14,32,14.3,0,0
12,1,15,25,15.6,0,0
12,2,1,13,14.7,0,0
12,2,2,46,11.6,0,0
12,2,4,51,22.0,0,0
12,2,5,51,18.4,0,0
12,2,6,51,21.5,0,0
12,2,7,51,16.9,0,0
12,2,8,51,22.9,0,0
12,2,10,1,14.5,0,0
12,2,11,51,12.3,0,0
12,2,12,51,27.6,0,0
12,2,13,51,17.6,0,0
12,2,14,32,15.2,0,0
12,2,15,49,11.0,0,0
12,2,16,46,11.4,0,0
12,2,17,49,12.7,0,0
12,2,18,32,18.6,0,0
12,2,19,49,10.4,0,0
12,2,20,46,14.5,0,0
12,2,21,62,25.2,0,0
12,2,22,13,10.3,0,0
12,2,3a,8,14.1,0,0
12,2,3b,8,13.7,0,0
12,2,3c,8,14.3,0,0
12,2,9a,8,14.9,0,0
12,2,9b,8,14.3,0,0
12,3,1,51,16.6,0,0
12,3,2,51,26.1,0,0
12,3,3,47,19.1,0,0
12,3,4,51,19.5,0,0
12,4,1,20,11.5,0,0
12,4,2,22,11.0,0,0
12,4,3,22,11.6,0,0
12,4,4,41,29.6,0,0
12,4,5,15,12.0,0,0
12,4,6,15,14.9,0,0
12,4,7,3,10.3,0,0
12,4,8,22,14.3,0,0
12,4,9,15,15.4,0,0
12,4,10,57,13.9,0,0
12,4,11,22,12.1,0,0
12,4,12,22,13.0,0,0
12,4,13,74,13.1,0,0
12,4,14,13,17.5,0,0
12,4,15,13,30.3,0,0
12,4,16,13,21.1,0,0
12,4,17,13,20.1,0,0
12,4,18,13,20.4,0,0
12,4,19,13,16.2,0,0
12,5,1,22,10.4,0,0
12,5,2,22,11.6,0,0
12,5,3,22,13.5,0,0
12,5,5,22,10.0,0,0
12,5,6,22,10.0,0,0
12,5,7,22,10.0,0,0
12,5,8,51,19.4,0,0
